1,1,1
2,2,3
3,3,6
4,4,10
5,5,15
6,6,21
7,7,28
8,2,30
9,4,34
10,6,40
11,8,48
12,10,58
13,12,70
14,14,84
15,3,87
16,6,93
17,9,102
18,12,114
19,15,129
20,18,147
21,21,168
22,4,172
23,8,180
24,12,192
25,16,208
26,20,228
27,24,252
28,28,280
29,5,285
30,10,295
31,15,310
32,20,330
33,25,355
34,30,385
35,35,420
36,6,426
37,12,438
38,18,456
39,24,480
40,30,510
41,36,546
42,42,588
43,7,595
44,14,609
45,21,630
46,28,658
47,35,693
48,42,735
49,49,784
50,2,786
51,4,790
52,6,796
53,8,804
54,10,814
55,12,826
56,14,840
57,4,844
58,8,852
59,12,864
60,16,880
61,20,900
62,24,924
63,28,952
64,6,958
65,12,970
66,18,988
67,24,1012
68,30,1042
69,36,1078
70,42,1120
71,8,1128
72,16,1144
73,24,1168
74,32,1200
75,40,1240
76,48,1288
77,56,1344
78,10,1354
79,20,1374
80,30,1404
81,40,1444
82,50,1494
83,60,1554
84,70,1624
85,12,1636
86,24,1660
87,36,1696
88,48,1744
89,60,1804
90,72,1876
91,84,1960
92,14,1974
93,28,2002
94,42,2044
95,56,2100
96,70,2170
97,84,2254
98,98,2352
99,3,2355
100,6,2361
101,9,2370
102,12,2382
103,15,2397
104,18,2415
105,21,2436
106,6,2442
107,12,2454
108,18,2472
109,24,2496
110,30,2526
111,36,2562
112,42,2604
113,9,2613
114,18,2631
115,27,2658
116,36,2694
117,45,2739
118,54,2793
119,63,2856
120,12,2868
121,24,2892
122,36,2928
123,48,2976
124,60,3036
125,72,3108
126,84,3192
127,15,3207
128,30,3237
129,45,3282
130,60,3342
131,75,3417
132,90,3507
133,105,3612
134,18,3630
135,36,3666
136,54,3720
137,72,3792
138,90,3882
139,108,3990
140,126,4116
141,21,4137
142,42,4179
143,63,4242
144,84,4326
145,105,4431
146,126,4557
147,147,4704
148,4,4708
149,8,4716
150,12,4728
151,16,4744
152,20,4764
153,24,4788
154,28,4816
155,8,4824
156,16,4840
157,24,4864
158,32,4896
159,40,4936
160,48,4984
161,56,5040
162,12,5052
163,24,5076
164,36,5112
165,48,5160
166,60,5220
167,72,5292
168,84,5376
169,16,5392
170,32,5424
171,48,5472
172,64,5536
173,80,5616
174,96,5712
175,112,5824
176,20,5844
177,40,5884
178,60,5944
179,80,6024
180,100,6124
181,120,6244
182,140,6384
183,24,6408
184,48,6456
185,72,6528
186,96,6624
187,120,6744
188,144,6888
189,168,7056
190,28,7084
191,56,7140
192,84,7224
193,112,7336
194,140,7476
195,168,7644
196,196,7840
197,5,7845
198,10,7855
199,15,7870
200,20,7890
201,25,7915
202,30,7945
203,35,7980
204,10,7990
205,20,8010
206,30,8040
207,40,8080
208,50,8130
209,60,8190
210,70,8260
211,15,8275
212,30,8305
213,45,8350
214,60,8410
215,75,8485
216,90,8575
217,105,8680
218,20,8700
219,40,8740
220,60,8800
221,80,8880
222,100,8980
223,120,9100
224,140,9240
225,25,9265
226,50,9315
227,75,9390
228,100,9490
229,125,9615
230,150,9765
231,175,9940
232,30,9970
233,60,10030
234,90,10120
235,120,10240
236,150,10390
237,180,10570
238,210,10780
239,35,10815
240,70,10885
241,105,10990
242,140,11130
243,175,11305
244,210,11515
245,245,11760
246,6,11766
247,12,11778
248,18,11796
249,24,11820
250,30,11850
251,36,11886
252,42,11928
253,12,11940
254,24,11964
255,36,12000
256,48,12048
257,60,12108
258,72,12180
259,84,12264
260,18,12282
261,36,12318
262,54,12372
263,72,12444
264,90,12534
265,108,12642
266,126,12768
267,24,12792
268,48,12840
269,72,12912
270,96,13008
271,120,13128
272,144,13272
273,168,13440
274,30,13470
275,60,13530
276,90,13620
277,120,13740
278,150,13890
279,180,14070
280,210,14280
281,36,14316
282,72,14388
283,108,14496
284,144,14640
285,180,14820
286,216,15036
287,252,15288
288,42,15330
289,84,15414
290,126,15540
291,168,15708
292,210,15918
293,252,16170
294,294,16464
295,7,16471
296,14,16485
297,21,16506
298,28,16534
299,35,16569
300,42,16611
301,49,16660
302,14,16674
303,28,16702
304,42,16744
305,56,16800
306,70,16870
307,84,16954
308,98,17052
309,21,17073
310,42,17115
311,63,17178
312,84,17262
313,105,17367
314,126,17493
315,147,17640
316,28,17668
317,56,17724
318,84,17808
319,112,17920
320,140,18060
321,168,18228
322,196,18424
323,35,18459
324,70,18529
325,105,18634
326,140,18774
327,175,18949
328,210,19159
329,245,19404
330,42,19446
331,84,19530
332,126,19656
333,168,19824
334,210,20034
335,252,20286
336,294,20580
337,49,20629
338,98,20727
339,147,20874
340,196,21070
341,245,21315
342,294,21609
343,343,21952
344,2,21954
345,4,21958
346,6,21964
347,8,21972
348,10,21982
349,12,21994
350,14,22008
351,4,22012
352,8,22020
353,12,22032
354,16,22048
355,20,22068
356,24,22092
357,28,22120
358,6,22126
359,12,22138
360,18,22156
361,24,22180
362,30,22210
363,36,22246
364,42,22288
365,8,22296
366,16,22312
367,24,22336
368,32,22368
369,40,22408
370,48,22456
371,56,22512
372,10,22522
373,20,22542
374,30,22572
375,40,22612
376,50,22662
377,60,22722
378,70,22792
379,12,22804
380,24,22828
381,36,22864
382,48,22912
383,60,22972
384,72,23044
385,84,23128
386,14,23142
387,28,23170
388,42,23212
389,56,23268
390,70,23338
391,84,23422
392,98,23520
393,4,23524
394,8,23532
395,12,23544
396,16,23560
397,20,23580
398,24,23604
399,28,23632
400,8,23640
401,16,23656
402,24,23680
403,32,23712
404,40,23752
405,48,23800
406,56,23856
407,12,23868
408,24,23892
409,36,23928
410,48,23976
411,60,24036
412,72,24108
413,84,24192
414,16,24208
415,32,24240
416,48,24288
417,64,24352
418,80,24432
419,96,24528
420,112,24640
421,20,24660
422,40,24700
423,60,24760
424,80,24840
425,100,24940
426,120,25060
427,140,25200
428,24,25224
429,48,25272
430,72,25344
431,96,25440
432,120,25560
433,144,25704
434,168,25872
435,28,25900
436,56,25956
437,84,26040
438,112,26152
439,140,26292
440,168,26460
441,196,26656
442,6,26662
443,12,26674
444,18,26692
445,24,26716
446,30,26746
447,36,26782
448,42,26824
449,12,26836
450,24,26860
451,36,26896
452,48,26944
453,60,27004
454,72,27076
455,84,27160
456,18,27178
457,36,27214
458,54,27268
459,72,27340
460,90,27430
461,108,27538
462,126,27664
463,24,27688
464,48,27736
465,72,27808
466,96,27904
467,120,28024
468,144,28168
469,168,28336
470,30,28366
471,60,28426
472,90,28516
473,120,28636
474,150,28786
475,180,28966
476,210,29176
477,36,29212
478,72,29284
479,108,29392
480,144,29536
481,180,29716
482,216,29932
483,252,30184
484,42,30226
485,84,30310
486,126,30436
487,168,30604
488,210,30814
489,252,31066
490,294,31360
491,8,31368
492,16,31384
493,24,31408
494,32,31440
495,40,31480
496,48,31528
497,56,31584
498,16,31600
499,32,31632
500,48,31680
501,64,31744
502,80,31824
503,96,31920
504,112,32032
505,24,32056
506,48,32104
507,72,32176
508,96,32272
509,120,32392
510,144,32536
511,168,32704
512,32,32736
513,64,32800
514,96,32896
515,128,33024
516,160,33184
517,192,33376
518,224,33600
519,40,33640
520,80,33720
521,120,33840
522,160,34000
523,200,34200
524,240,34440
525,280,34720
526,48,34768
527,96,34864
528,144,35008
529,192,35200
530,240,35440
531,288,35728
532,336,36064
533,56,36120
534,112,36232
535,168,36400
536,224,36624
537,280,36904
538,336,37240
539,392,37632
540,10,37642
541,20,37662
542,30,37692
543,40,37732
544,50,37782
545,60,37842
546,70,37912
547,20,37932
548,40,37972
549,60,38032
550,80,38112
551,100,38212
552,120,38332
553,140,38472
554,30,38502
555,60,38562
556,90,38652
557,120,38772
558,150,38922
559,180,39102
560,210,39312
561,40,39352
562,80,39432
563,120,39552
564,160,39712
565,200,39912
566,240,40152
567,280,40432
568,50,40482
569,100,40582
570,150,40732
571,200,40932
572,250,41182
573,300,41482
574,350,41832
575,60,41892
576,120,42012
577,180,42192
578,240,42432
579,300,42732
580,360,43092
581,420,43512
582,70,43582
583,140,43722
584,210,43932
585,280,44212
586,350,44562
587,420,44982
588,490,45472
589,12,45484
590,24,45508
591,36,45544
592,48,45592
593,60,45652
594,72,45724
595,84,45808
596,24,45832
597,48,45880
598,72,45952
599,96,46048
600,120,46168
601,144,46312
602,168,46480
603,36,46516
604,72,46588
605,108,46696
606,144,46840
607,180,47020
608,216,47236
609,252,47488
610,48,47536
611,96,47632
612,144,47776
613,192,47968
614,240,48208
615,288,48496
616,336,48832
617,60,48892
618,120,49012
619,180,49192
620,240,49432
621,300,49732
622,360,50092
623,420,50512
624,72,50584
625,144,50728
626,216,50944
627,288,51232
628,360,51592
629,432,52024
630,504,52528
631,84,52612
632,168,52780
633,252,53032
634,336,53368
635,420,53788
636,504,54292
637,588,54880
638,14,54894
639,28,54922
640,42,54964
641,56,55020
642,70,55090
643,84,55174
644,98,55272
645,28,55300
646,56,55356
647,84,55440
648,112,55552
649,140,55692
650,168,55860
651,196,56056
652,42,56098
653,84,56182
654,126,56308
655,168,56476
656,210,56686
657,252,56938
658,294,57232
659,56,57288
660,112,57400
661,168,57568
662,224,57792
663,280,58072
664,336,58408
665,392,58800
666,70,58870
667,140,59010
668,210,59220
669,280,59500
670,350,59850
671,420,60270
672,490,60760
673,84,60844
674,168,61012
675,252,61264
676,336,61600
677,420,62020
678,504,62524
679,588,63112
680,98,63210
681,196,63406
682,294,63700
683,392,64092
684,490,64582
685,588,65170
686,686,65856
687,3,65859
688,6,65865
689,9,65874
690,12,65886
691,15,65901
692,18,65919
693,21,65940
694,6,65946
695,12,65958
696,18,65976
697,24,66000
698,30,66030
699,36,66066
700,42,66108
701,9,66117
702,18,66135
703,27,66162
704,36,66198
705,45,66243
706,54,66297
707,63,66360
708,12,66372
709,24,66396
710,36,66432
711,48,66480
712,60,66540
713,72,66612
714,84,66696
715,15,66711
716,30,66741
717,45,66786
718,60,66846
719,75,66921
720,90,67011
721,105,67116
722,18,67134
723,36,67170
724,54,67224
725,72,67296
726,90,67386
727,108,67494
728,126,67620
729,21,67641
730,42,67683
731,63,67746
732,84,67830
733,105,67935
734,126,68061
735,147,68208
736,6,68214
737,12,68226
738,18,68244
739,24,68268
740,30,68298
741,36,68334
742,42,68376
743,12,68388
744,24,68412
745,36,68448
746,48,68496
747,60,68556
748,72,68628
749,84,68712
750,18,68730
751,36,68766
752,54,68820
753,72,68892
754,90,68982
755,108,69090
756,126,69216
757,24,69240
758,48,69288
759,72,69360
760,96,69456
761,120,69576
762,144,69720
763,168,69888
764,30,69918
765,60,69978
766,90,70068
767,120,70188
768,150,70338
769,180,70518
770,210,70728
771,36,70764
772,72,70836
773,108,70944
774,144,71088
775,180,71268
776,216,71484
777,252,71736
778,42,71778
779,84,71862
780,126,71988
781,168,72156
782,210,72366
783,252,72618
784,294,72912
785,9,72921
786,18,72939
787,27,72966
788,36,73002
789,45,73047
790,54,73101
791,63,73164
792,18,73182
793,36,73218
794,54,73272
795,72,73344
796,90,73434
797,108,73542
798,126,73668
799,27,73695
800,54,73749
801,81,73830
802,108,73938
803,135,74073
804,162,74235
805,189,74424
806,36,74460
807,72,74532
808,108,74640
809,144,74784
810,180,74964
811,216,75180
812,252,75432
813,45,75477
814,90,75567
815,135,75702
816,180,75882
817,225,76107
818,270,76377
819,315,76692
820,54,76746
821,108,76854
822,162,77016
823,216,77232
824,270,77502
825,324,77826
826,378,78204
827,63,78267
828,126,78393
829,189,78582
830,252,78834
831,315,79149
832,378,79527
833,441,79968
834,12,79980
835,24,80004
836,36,80040
837,48,80088
838,60,80148
839,72,80220
840,84,80304
841,24,80328
842,48,80376
843,72,80448
844,96,80544
845,120,80664
846,144,80808
847,168,80976
848,36,81012
849,72,81084
850,108,81192
851,144,81336
852,180,81516
853,216,81732
854,252,81984
855,48,82032
856,96,82128
857,144,82272
858,192,82464
859,240,82704
860,288,82992
861,336,83328
862,60,83388
863,120,83508
864,180,83688
865,240,83928
866,300,84228
867,360,84588
868,420,85008
869,72,85080
870,144,85224
871,216,85440
872,288,85728
873,360,86088
874,432,86520
875,504,87024
876,84,87108
877,168,87276
878,252,87528
879,336,87864
880,420,88284
881,504,88788
882,588,89376
883,15,89391
884,30,89421
885,45,89466
886,60,89526
887,75,89601
888,90,89691
889,105,89796
890,30,89826
891,60,89886
892,90,89976
893,120,90096
894,150,90246
895,180,90426
896,210,90636
897,45,90681
898,90,90771
899,135,90906
900,180,91086
901,225,91311
902,270,91581
903,315,91896
904,60,91956
905,120,92076
906,180,92256
907,240,92496
908,300,92796
909,360,93156
910,420,93576
911,75,93651
912,150,93801
913,225,94026
914,300,94326
915,375,94701
916,450,95151
917,525,95676
918,90,95766
919,180,95946
920,270,96216
921,360,96576
922,450,97026
923,540,97566
924,630,98196
925,105,98301
926,210,98511
927,315,98826
928,420,99246
929,525,99771
930,630,100401
931,735,101136
932,18,101154
933,36,101190
934,54,101244
935,72,101316
936,90,101406
937,108,101514
938,126,101640
939,36,101676
940,72,101748
941,108,101856
942,144,102000
943,180,102180
944,216,102396
945,252,102648
946,54,102702
947,108,102810
948,162,102972
949,216,103188
950,270,103458
951,324,103782
952,378,104160
953,72,104232
954,144,104376
955,216,104592
956,288,104880
957,360,105240
958,432,105672
959,504,106176
960,90,106266
961,180,106446
962,270,106716
963,360,107076
964,450,107526
965,540,108066
966,630,108696
967,108,108804
968,216,109020
969,324,109344
970,432,109776
971,540,110316
972,648,110964
973,756,111720
974,126,111846
975,252,112098
976,378,112476
977,504,112980
978,630,113610
979,756,114366
980,882,115248
981,21,115269
982,42,115311
983,63,115374
984,84,115458
985,105,115563
986,126,115689
987,147,115836
988,42,115878
989,84,115962
990,126,116088
991,168,116256
992,210,116466
993,252,116718
994,294,117012
995,63,117075
996,126,117201
997,189,117390
998,252,117642
999,315,117957
1000,378,118335
